Comment,anti1,anti2,anti3,cent1,cent2,cent3,sov1,sov2,sov3,none1,none2,none3,Populism
"Dann soll man das auch zugeben, dass man nix weiß. 

Aber sich wie der Gesalbte hinstellen und einen auf Allwissend und Erhaben machen, PK‘s am laufenden Band zur Egosteigerung durchführen, parteipolitisch agieren und taktieren als ob Wahltag wär und über die Hintertür das asoziale Parteiprogramm durchziehen. 

Die Regierung sollte für alle da sein, nicht für türkise ÖVP Bonzen & geldgeiles Milliardärsanhängsel",1,1,1,0,0,0,0,0,0,0,0,0,1
"Weiter gehts in der Reihe „interessante lifehacks“,
heute mit:

Nicht die övp wählen!

Liebe Grüße,
grunzzz",0,0,0,0,0,0,0,0,0,1,1,1,0
Hat eigentlich der Standard jemals einen solchen Shitstorm aus dem Forum für einen Artikel erhalten?,0,0,0,0,0,0,0,0,0,1,1,1,0
"Weil man Gesichter ""ausrechnen"" kann unter der Prämisse die Gattung zu kennen. Wenn man Gesichter errechnet für eine Gattung die man nicht kennt, dann ist es - jedenfalls in der gezeigten Detailtreue - einfach Spekulation.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Die „Familie“ bringt Schritt für Schritt die letzten Winkel dieses Landes unter ihre Machtkontrolle.

Fortan dient der ÖSV dazu, Propagandabilder für Türkise „Erlöser“ zu erzeugen.

Brot und Spiele für das Volk.
Alle Macht der „Familie“.",1,1,1,0,0,0,0,0,0,0,0,0,1
"""Einmal extrem Rechts - immer extrem Rechts!""

Warum eigentlich? Bei Rechtsextremen ist dieser Vorwurf universell, wer in seiner Jugend in Rechtsextremen Kreisen war, wird für immer stigmatisiert sein. Auch wenn er vielleicht mit zunehmendem Alter ""gescheiter"" wird und nur mehr rechts und nicht mehr radikal ist.

Linksradikalen gesteht man diesen Wandel doch auch zu, siehe  Joschka Fischer, vom Steine Schmeißer zum Außenminister.

Das einzige was links der Mitte akzeptiert wird, sind Aussteiger aus Rechtsextremen Kreisen welche öffentlich mit der Szene komplett brechen.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Das sagt sich so leicht dahin..

Wie hätte es anders laufen sollen? Sie sind auf die Falschen bös. 
Warum schimpfen`s die Italiener nicht?",0,0,0,0,0,0,0,0,0,1,1,1,0
"Die Frage ist so deppat, ich weiß gar ned was ich drauf sagen soll.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Kern übertreibt mit seinen Untergangszenarien bzgl Wirtschaft und China hat man immer belächelt, aber dessen Aufstieg hat sich schon lange abgezeichnet. Besserer Umweltschutz hat noch nie einen Betrieb ruiniert,  aber schlechtes Management und Versäumnisse schon. Mit der Zeit gehen - einige tun es schon.",0,0,0,0,0,0,0,0,0,1,1,1,0
"""Was haben sich die Währungshüter nicht alles ausgedacht in ihrem Elfenbeinturm, dem EZB-Tower in Frankfurt.""

Genau das ist das Problem. Abgehoben und ignorant gepaart mit absoluter Orientierungs- und Ahnungslosigkeit.

Frei nach dem Motto: ""Konsequenz heißt, auch den Holzweg bis zum Rnde zu gehen!""",1,0,1,0,0,0,0,0,0,0,1,0,1
"A: um meinen Versicherungsvertretern ein Geschäft zukommen zu lassen. Ich glaube ich habe die meisten Versicherungen doppelt und dreifach.

B: es könnte unerwartet ja anders kommen

C: haben dann andere im Todesfall noch was davon.",0,0,0,0,0,0,0,0,0,1,1,1,0
"die Regeln sagen halt, dass man raus darf um Bewegung zu machen - ganz ohne Bewegungsradius-Begrenzung. Wo ist also das problem?",0,0,0,0,0,0,0,0,0,1,1,1,0
"Rauch net, kiffe nicht und jeder Spielwarenverkäufer kann ein Auto ungefähr gleich begutachten wie der Blümel ein Budget verstehen. Also was genau passt da nicht?",0,0,0,0,0,0,0,0,0,1,1,1,0
"Klingt alles wie ""slukhi"" also unbestätigteGerüchte. Denn keine Quellenangaben und vor allem viele viele Falschmeldungen im Internet gestreut werden, auch von ""westlichen Quellen"". Also eine Propagandaschlacht wo halt auf gegenseitigen Angriff gegangen wird, würde es hierbei um Deutschland oder USA gehen würde man von Einmischung aus dem Ausland reden, so aber wird hier halt das versucht anders darzustellen.

Man sollte das das den Leuten im Land überlassen, die werden das schon alles regeln und nicht gezielte Propaganda im Ausland betreiben und Gerüchte streuen.",0,0,0,0,0,0,0,1,0,1,0,1,0
"Und da fängt die Ausbeutung ja an, weil was Reinungskräfte so verdienen, das ist schon eine gewaltige Frechheit. 
Aber Lohnerhöhung schmettert die gierige Industriellenvereinigung ja ab, weil die Unternehmer angeblich so arm sind. Die können dann möglicherweise nämlich nicht mehr 5 Porsche, sondern nur mehr 4 Porsche in der Garage haben.",1,1,1,0,0,0,0,0,0,0,0,0,1
"Welche meiner Zahlenangaben über die Volksabstimmung war falsch? Bedarf es bei einer Verfassungsänderung in Nordmazedonien immer einer Mehrheit bei einer gültigen Volksabstimmung oder reicht eine 2/3 Mehrheit im Parlament dafür?

Ist die Mehrheit der Bevölkerung in Nordmazedonien laut Meinungsumfragen für oder gegen den NATO Beitritt?",0,0,0,0,0,0,0,0,0,1,1,1,0
"Das Experiment der Überwindung der Herrschaft des Volkes durch die Herrschaft einer Elite.

Grund- und Freiheitsrechte, welche der Herrschaft erkennbare Grenzen setzen können, sind eine elitäre Idee.

Im Grunde eine antidemokratische Idee, die wir uns immer zurechtgelogen haben, indem wir die Definition von Demokratie solange verzerrt haben, bis sie im Einklang mit dieser Herrschaft der Elite war.",1,1,1,0,0,0,0,1,0,0,0,0,1
"Er hat zwei Lektionen gelernt:
1. Brutale, absolut rücksichtslose Gewalt hilft, auch asymmetrische Kriege zu gewinnen. In Russland ist unabhängige Berichterstattung über eigene Verluste gesetzlich verboten, die Berichterstatter sind de facto Propagandisten des Kremls und des Militärs. Im Westen sitzt einem generell der Staatsanwalt im Nacken, wenn bei Angriffen Zivilisten zu Schaden kommen.

2. Der Westen tut nichts. Er agiert nicht aktiv, weil er Angst hat, und nicht einmal politisch. Die Sozialdemokraten tun sich ja generell schwer, auch nur Kritik zu üben. Dank solche Kreml-Propagandisten wie Gerhard Schröder oder Matthias Platzeck, die ganz offiziell ihr Geld aus Moskau bekommen.",0,1,0,0,0,0,0,0,0,1,0,1,0
"Als Ehemann und Vater einer Tochter kann ich ihnen nur grün geben. Mmn. Ist diese art von Feminismus problematisch weil er auch Frauen bevormunden will und sie somit einer der wichtigsten Errungenschaften berauben möchte   nämlich dass Frauen für sich selbst entscheiden. Alle gleichschalten, keine Kritikfähigkeit, nur mehr safe spaces und wer anders denkt wird durch hysterische Empörung mundtot gemacht. Und so wird Feminismus schön langsam (leider) frauenfeindlich, das Diktat der (vermeintlich) intellektuellen frauen über die restlichen Frauen.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Immerhin könnte durch ihn vieles ans Tageslicht kommen, was man heute noch als Verschwörungstheoretien abtun würde. Epstein war ein Verbrecher, der Kinder missbraucht hat, er hatte Kontakte zu den Clintons, Trump, den Royals, uvm.

Erst gestern habe ich von dem Fa Marc Ditroux gelesen, einfach unfassbar was im Herzen Europas über Jahrzehnte abging, die Pädophilen Eliten wurden oftmals gedeckt oder ließen Zeugen (25 Zeugen, die Informationen zu den Pädoeliten hatten, starben ""zufällig"" an Unfällen, Selbstmord, etc.). Der ganze Fall ist bis heute eine Farce und weitgehend von Medien totgeschwiegen.

Gleiches befürchte ich beim Mord Epsteins, man wird ihn wohl nie klären um die Pädoeliten zu schützen.",1,1,1,0,0,0,0,0,0,0,0,0,1
"Man kann einen Teil des Volkes die ganze Zeit täuschen und das ganze Volk einen Teil der Zeit. Aber man kann nicht das gesamte Volk die ganze Zeit täuschen.
Milwaukee Daily Journal, 29. Oktober 1886",0,1,0,1,0,1,0,0,0,0,0,0,1
"Heißt noch lange nicht dass die Kunden dann bei zig anderen österr. Händlern einkaufen wenn sie alles in einem One-Stop-Shop wie Amazon bekommen.

Ganz abgesehen davon dass Amazon auch jetzt schon nicht immer der günstigste Anbieter bei allen Waren ist.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Wie dreht man eine Partei ab, die primär hasserfüllte, primitive Ungebildete als Wähler und Mitglieder hat? Mit Bildung. Mehr Geld für das Bildungssystem. Politische Bildung, Demokratieunterricht, Philosophie, Aufklärung. Alles mit einem klar antifaschistischen Schwerpunkt. Einfach nichts als die Wahrheit.

Wer Demokratie gelernt hat, dem fallen selber die Gründe ein, warum er nicht zu den Faschisten geht und sie auch nicht wählt.",0,0,0,0,0,0,0,0,0,1,1,1,0
Dieser Meinungsartikel ist an Lächerlichkeit kaum zu überbieten. Jeder weiss wie man zu einer Impfung kommt. Dafür braucht es keine Kampagne. Der einzige Unterschied zwischen Österreich und dem Rest Westeuropas ist das wir eine Parlamentspartei mit einem Potenzial von bis zu 30% haben die gegen das Impfen Kampanisiert. Es liegt natürlich am Kickl...,0,0,0,0,0,0,0,0,0,1,1,1,0
"Das ist eine interessante These, da bitte ich auch um Quellenangabe.",0,0,0,0,0,0,0,0,0,1,1,1,0
"jeder weis, dass es umgekehrt ist
Jene Prüfungen stehen auf Beinen, die Sie nicht kennen (Parameter)
Warum prüfen  Sie unter umgekehrten Vorzeichen (Widersprüche) nicht nach? ..
Hier sehen Sie, wie manipuliert wird
Mir persönlich gelang der Nachweis, dass die ursprüngl.von NASA verwiesenen ""97%"" Zustimmung .. auf völlig gefakten Quellen und Studien beruhen, von ""4"" (vier!) Nicht - Wissenschaftlern bzw. einer sozialist. Historikerin durchgeführt.

Sie erkennen noch nicht die ungeheurl. Manipulation, die so groß ist dass man sie nicht für möglich halten kann: Aber hoppla: es gibt da den .. unverfälschten Hausverstand",1,1,1,0,0,0,0,0,0,0,0,0,1
"auf dein einen Seite jammern, dass ""Entwicklungshilfe: Der Großteil gelangte bisher auf dunklen Kanälen auf die Konten korrupter Machthaber, die ihre Kriege damit finanzierten."", aber Gelder für Geburtenkontrolle werden diese Herren sicher dafür verwenden, das ist ja viel populärer beim eigenen Volk - wahaha.

Ja und natürlich werden die Leutchen verstehen, dass sich nicht zu uns kommen sollen UND den Status viele Kinder aufgeben dürfen, muss ihnen der liebe Diktator nur mit unserem Geld nett erklären - wie?

So einen weltfremden Stuss von jemandem der in sauberer Sprache zu schreiben fähig ist, hab ich überhaupt noch nie gehört.",1,0,1,0,0,0,0,0,0,0,1,0,1
"Die Ärzte hatten offensichtlich Angst, wegen des Schwangerschaftsabbruchs in Schwierigkeiten zu kommen. Man hätte ja im Nachhinein argumentieren können, dass das Leben der Mutter nicht wirklich in Gefahr war und dass die Abtreibung daher ungesetzlich war. Dann wären die Ärzte verurteilt worden und das wollte eben keiner riskieren. Und deshalb hat man noch gewartet - offensichtlich zu lange.

In Irland gab es vor einigen Jahren einen ähnlichen Fall, ebenfalls mit tödlichem Ausgang. Später wurde eine Volksabstimmung zum Thema Abtreibung durchgeführt und seitdem ist diese in Irland erlaubt.

So eine Volksabstimmung wäre auch für Polen wünschenswert. Aber das wird mit der PIS wohl nicht geben.",0,0,0,0,0,0,1,1,1,0,0,0,1
"Es geht da Rapid nicht anders, als jedem Verein der Restliga hinter Red Bull. Die Grünen mögen da noch das meiste Geld haben, aber im Vergleich zu Deutschland sind sie trotzdem Armenhäusler und können Unterschiedsspieler schlicht nicht halten. Das ist die heutige österr. Fußballrealität.",0,0,0,0,0,0,0,0,0,1,1,1,0
"der artikel bezieht sich auf fussball.
der post auf dem sie geantwortet haben, bezieht sich auf die leistung der sportler.
mein post bezieht sich auf das allgemeine interesse der zuschauer/publikum.
was übersehe ich?",0,0,0,0,0,0,0,0,0,1,1,1,0
"Das ist aber nun mal das ""stilmittel"" mit dem klein basti schon von anbeginn an manipuliert.

Und das stimmvieh ist entweder zu unterbelichtet das zu kapieren, oder ist ganz froh drüber wenn man ihm eine ausrede liefert warum man einen faschistoiden kurs wählt der sich zu 95% gegen die eigenen interessen richtet, und zwar von 98% der bevölkerung-",1,1,1,1,0,1,0,0,0,0,0,0,1
"Haben sie sich schon mal angesehen, welche Politik die KPÖ betreibt, so sie in einem Gemeinderat oder Landtag vertreten ist? Graz, Steiermark, Linz, Krems, Innsbruck und neuerdings Salzburg - zeigen sie mir die antidemokratischen oder illiberalen Forderungen....
Und denken sie dann allen Ernstes, sobald die KPÖ ins Parlament einzieht, würde sie sich für ein Ein-Parteien-System einsetzen, daraufhin von den WählerInnen eine absolute Mehrheit bekommen, ihren ""Plan"" durchsetzen und sich so innerhalb von 2 Legislaturperioden unabwählbar machen? 

Was phantasieren Sie sich da eigentlich zusammen?",0,0,0,0,0,0,0,0,0,1,1,1,0
"Ihnen ist schon bewusst, dass Onkel Tom aus Onkel Toms Hütte keine historische, sondern eine fiktive Figur ist? Übrigens, es gibt Theaterstücke, wo historisch schwarze Personen (z.B. Martin Luther King in nem Stück über ihn) von weißen gespielt wurden, also werden historisch schwarze Figuren schon von Weisen Darstellern gespielt.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Man sollte bei uns auch endlich wirksam gegen den komischen „Lockdown Light“ protestieren!

So wird das nämlich nix mehr werden! Zu wenig und zu spät - ergreift endlich wirksame Maßnahmen und schützt die Gesundheit der in Österreich lebenden Menschen!",1,0,1,1,0,0,0,0,0,0,1,0,1
"Dabei habens eh zwei Tage Zeit zum nachdenken gehabt, was der Sebastian von ihnen gehabt haben werden wird wollen.",0,0,1,0,0,0,0,0,0,1,1,0,0
"Weil Sie mir mit meiner ""Arroganz"" kommen.. IHRE Arroganz in Bezug auf Schutzsuchende ist natürlich nicht Letztklassig.. Nehm ich an.. Oder?",0,0,0,0,0,0,0,0,0,1,1,1,0
"Der Ibiza Untersuchungsausschuss aus der Sicht der Verursachers:
Läuft hervorragend, die ÖVP steht im Ecke, und dass die FPÖ korrupt bis hin zum Kauf von Gesetzen ist, dass interessiert keinen. Wichtig ist nur: Gegen die ÖVP und Kurz. 
Unglaublich, wenn man sich den Ausgangspunkt: ""einen korrupten Vizekanzler"" vor Augen hält.",1,0,1,0,0,0,0,0,0,0,1,0,1
"Ich hoffe nur, dass die SPÖ im Herbst die Rechnung bekommt für diese Frechheit! Die SPÖ ist jahrzehntelang über die Opposition drübergefahren, die SPÖ finanziert sich selbst über Betriebe und Vereine. Und jetzt spielen sie sich derart auf, gegen eine Regierung, die endlich etwas gearbeitet und weitergebracht hat, statt ewig zu diskutieren. Dieses rein taktische, mit fadenscheinigen Argumenten betriebene Misstrauensvotum ist die größte politische Frechheit der Zweiten Republik!",0,0,0,0,0,0,0,0,0,1,1,1,0
"Und auch jetzt: Die Frage, WAS die ""eigentliche Leistung"" ist, wird von Ihnen weiterhin nicht beantwortet!

Denn, Faktum bleibt: Ohne den pösen, pösen Kapitalisten, der mit Scheinen wedelt, gäbe es keinen einzigen Arbeiter, der auch nur ansatzweise zu einer Schaufel greifen würde, um sich kilometerweise durch Tonnen von Gestein zu arbeiten! Es gäbe keinen einzigen Arbeiter, der einen Schraubenzieher in die Hand nähme, um dann eine auch nur minimal komplexere Maschine zusammen zu schrauben etc.

Ohne die - in Ihren Augen - ""unwesentliche Leistung"" des pösen Kapitalisten würde sich kein einziges Rad drehen, weil es nicht einmal Räder gäbe, denn auch die müssen zuerst kapitalintensiv produziert werden.",0,0,0,0,1,0,0,0,0,1,0,1,0
"... Gusenbauer, Kern, Schröder, allesamt Lakaien der Diktatoren.

Swoboda, Eder, Wehsely, Schieder, Elfenbeinturm pur.

Links ja, aber wie in ""a Linke drah'n"".

Weiter so!",0,1,1,0,0,0,0,0,0,1,0,0,1
"... und ich muss sagen, ich bin fast froh, dass er dieses Desaster nicht mehr erleben muss. In vielen Gesprächen war ich stets berührt, über die bedingungslose Hingabe zu einer Idee & wie er dem stetigen Niedergang der Sozialdemokratie stets noch etwas positives abzugewinnen vermochte. 
Diese Kraft, Stärke und Hingabe strahlt heute kein einziger Sozi mehr aus, von 17 – 70. Leider fällt mir dazu nur noch das Wort Apparatschik ein.
UND, solange die Kuwait Airways israelischen Staatsbürgern die Beförderung verweigern darf, wie das Landgericht Frankfurt entschieden hat & ich keinen permanenten SoziAufschrei höre (aber BDS Boykott an allen Ecken) bitte kein Gejammer über fehlende Juden. Shalom.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Solange man der russischen Propaganda folgt sind Ihre Ansagen nachvollziehbar. Wenn man nicht der Propaganda der russischen Diktatur folgt, dann nicht.",0,1,0,0,0,0,0,0,0,1,0,1,0
"Er wird sich wieder halbherzig entschuldigen und seine hardcore Fans werden feiern, dass er so viel Selbstkritik zeigt",0,0,0,0,0,0,0,0,0,1,1,1,0
"Wenn du geimpft bist, giltst du als ""Schlafschaf"", ""Anhänger der Mainstreammedien"", ""regierungsgläubig"", ""wissenschaftsgläubig"".

Auch sind viele Impfverweigerer der Meinung, von Geimpften ginge die Gefahr aus mit Spikeprotein infiziert zu werden, wodurch man zB unfruchtbar werde.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Also bitte. Das ganze begann damit, dass ich hier jemand freut, dass die Merkel nicht zufrieden in Pension gehen kann. Das ist ein persönliches Ressentiment, was sonst?

Wenn mir hier jemand ein rationales Argement geben könnte, warum es für Österreich gut oder zumindest egal ist, wenn Italien den Bach hinuntergeht, diskutieren ich sofort sachlich mit. Das gibt es aber im gesamten Forum nicht. Da liest man nur ""die Italiener sollen einmal selber, die Mafia ..."" Abgesehen davon, dass das zu einem guten Teil nur uralte Vorurteile sind, war und ist Italien samt Mafia für uns wertvoller als ein bankrottes Italien.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Auch in Frankreich gibt es kein ""absolutes Verbot"" sondern nur eine sehr sinnvolle Säkularisierung! Es darf für abergläubige Menschen keine Sonderrechte geben. Insbesondere darf z.B. nicht das Recht auf köperliche Unversehrtheit von Minderjährigen eingeschränkt werden. Auch dürfen uns Abergläubige nicht einfach wegen Märchengeschichten einschränken, und uns z.B. das Tanzen verbieten. Aber ja, jeder darf glauben was er will, auch das man übers Wasser laufen kann.

Nur weil etwas sehr alt ist, heißt es nicht, dass es gut ist. Ich erinnere an die gute alte Tradition, Frauen mit dem Knüppel eins überzuziehen und sie dann in die Höhle zu schleifen. Die Tradition ist sogar älter als die Märchenvereine. Beibehalten?",0,0,0,0,0,0,0,0,0,1,1,1,0
"A) dass andere Staaten noch korrupter sind als Österreich ist kein Grund das, was hierzulande abläuft gutzuheißen.
B) sehen sie nicht, dass der Lebensstandard der Mehrheit der Österreicher zugunsten von wenigen, mächtigen sukzessive verringert wird?",1,1,1,0,1,0,0,0,0,0,0,0,1
"-bund,eigentlich einer Idee des damaligen Präsidenten Wilson, haben die USA letztlich nicht mitgemacht. Damals hat der Kongress den Beitritt blockiert.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Wenn er nur ein Fitzelchen Anstand im Leib hätte, würde er zurücktreten - so aber sieht man wie er sich ganz ungeniert an die Macht klammert, und zu allem und jedem seinen dilettantischen Senf abgibt, und sich damit zum Gespött der Welt macht!

Er ist einfach nur eine Schande!",0,0,0,0,0,0,0,0,0,1,1,1,0
"Natürlich nicht. Die auf Seite 22 angeführten Schulden sind jedoch Schulden.
Und das sind immerhin mehr als 20 Milliarden Euro.",0,0,0,0,0,0,0,0,0,1,1,1,0
3 Jahre länger ist der von Ihnen angeführte Triebtäter keine Gefahr für die Gesellschaft.,0,0,0,0,0,0,0,0,0,1,1,1,0
"Als österreichischer Landwirt können Sie für jede Unbill, die Sie oder Ihre Felder trifft, auf die Spendierfreudigkeit des Staates zählen. Also kommen wir Steuerzahler für den Schaden auf. Immerhin bekamen Landwirte 12 Millionen an Strafgeldern rückerstattet, die sie wegen falscher Flächenangaben an die EU  für Almen und andere Weiden erhalten hatten. Und da ist noch nicht die Rede von fälschlich bezogenen Fördergeldern. War natürlich ohne böse Absicht. Wer weiß schon so genau, wieviel Hektar er bewirtschaftet.",0,0,0,0,0,0,0,0,0,1,1,1,0
"In Österreich sollte es einfach nicht möglich sein, dass Staatsunternehmen und Ministerien tun was sie wollen. Sowas gehört von der Justiz sauber ausjudiziert. Im Osten bewundern alle Österreich, weil es angeblich nicht korrupt ist. Das könnte man hier beweisen. 188 K Abfindung ist übertrieben, aber eine Abfindung in der Höhe, die auch seine Nachbarin bekam, finde ich durchaus wünschenswert.

Dass man sich auf ein Gesetz der Reichsbahn beruft, finde ich vom Standard ein bisschen reisserisch dargestellt, da wird mal wieder die implizite Nazikeule geschwungen. Schämt euch.
Es regt ja auch niemanden auf, dass große Teile des ABGB aus der Kaiserzeit stammen.",1,1,1,0,0,0,0,0,0,0,0,0,1
"""Um den Mord zu verhindern, hat die bestehende Gesetzeslage ausgereicht"".

Sind Sie der große Rechtsexperte und Hellseher, dass Sie das hier so ohne Nachdenken einfach behaupten? Die Unterstellung Kickls Behörde (die Personen die in der Behörde arbeiten auch?) trage die ""Verantwortung"" für den Mord ist mehr als grenzwertig.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Das ist schäbig, das ist schwach. Das ist eines Kanzlers nicht würdig. Selbst für einen Kanzlerdarsteller wie den Bundesmaturanten. Aber das ist scheinbar der neue Stil der ÖVP. Diese Truppe schämt sich für gar nix!

KURZ MUSS WEG!",1,0,1,0,0,0,0,0,0,0,1,0,1
"Hab mir vor kurzem im Sale Witcher 3 GOTY für die One X geholt. Vl schaff ich diesen Wälzer von Spiel ja diesmal xD

Elder Scrolls VI braucht dagegen leider noch, war vorab bekannt, dass bei dieser E3 nichts dazu gezeigt wird. Noch mitten in der Entwicklung",0,0,0,0,0,0,0,0,0,1,1,1,0
"Was hat er denn aufs Spiel gesetzt? Er konnte nur gewinnen: besserer Deal mit weniger Statt, er kriegt die LH. Worst case: Paket bleibt wie es ist.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Es trifft nur Alte, Vorerkrankte, Menschen über 30, Männer, psychisch Kranke, Diabetiker, 28 - 29 Jährige, junge sportliche Menschen - also faktisch nur jeden.
Überhaupt kein Grund für irgendeine Besorgnis.
Ach ja - und die Regierung ist an allem Schuld.
Nur betriffts uns ja eigentlich nicht - und ist so und so nur eine Grippe und ist nix besonderes. 
Und schimpft ja nicht auf die ""Unvernünftigen"" - da hat die Politik zu spät reagiert. 
Hausverstand ist überbewertet.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Sie wissen NICHTS über Langzeitwirkungen, es sind zb folgende möglich' schwerste Autoimmunerkrankungen, Krebs. D.h. das sich ihr Immunsystem fälschlicherweise gegen Sie wendet. Diese Impfungen verändern unsere interne Zellstruktur,nich lehne Sie daher grundsätzlich ab. Jedermann mit halbwegs gesundem Menschenverstand solte das gleiche tun.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Einen Zusammenhang weist diese fragwürdige Person zurück. Wird erwischt und geniert sich nicht mal! Wäre gut von ihr zu wissen was da,sonst noch alles hochkommen kann.
Und einmal mehr wird uns vorgeführt wie FPÖler bzw FPÖ-nahe Personen Geld und Politik vermengen.",1,0,1,0,0,0,0,0,0,0,1,0,1
"Eigentlich bedeutet ""Pöbel"" das ""gemeine Volk"", womit bisher die bildungsferne Unterschicht gemeint war. Ausländerfeindliches oder rassistisches Gedankengut zirkuliert aber nicht nur dort. Daher finde ich diese Bezeichnung nicht gerechtfertigt. Mich regen viel mehr die Polemiker auf, die sowieso in Sicherheit und Wohlstand leben. Ich stamme übrigens aus genanntem Pöbel, ohne ein Fan von Doskozil zu sein...",0,0,0,0,0,0,0,0,0,1,1,1,0
"ach dieser showmaster sebastian... immer das gleiche... berichtet der standard bitte auch über das ""yellostone-weekend"". die geheimkonferenz, das sommercamp für milliardäre und die welt-elite! herr kurz wurde wieder eingeladen, machte er 2018 doch aufmerksam auf die drohende digitalsteuer in europa! die sogenannten denker unserer welt wie jeff bezos usw.! zum k...! ich würde den standard bitten, darüber zu berichten!",1,1,1,0,0,0,0,0,0,0,0,0,1
"Ist es nicht so, dass jeder weiß wie diese ÖVP tickt? Hat vielleicht irgend jemand mitbekommen wie die letzten Jahre auf Bundesebene regiert wurde?

Wenn Ludwig weiter an seinem Elfenbeinturm basteln will, dann kann er das natürlich nur mit den Grünen machen. Und was ist so schlimm daran, von jemanden der auf Kosten der Allgemeinheit wohnt, zu verlangen die hiesige Sprache zu erlernen, um noch besser integrieren zu können? (und wenn die Gesetze das jetzt nicht hergeben, dann müssen sie halt geändert werden, dafür kriegen wir mit SPÖ sofort eine 2/3 Mehrheit) 

Deshalb ist Wien doch noch kein chinesisches Umerziehungslager, oder?",1,0,1,0,0,0,0,0,0,0,1,0,1
"diejenigien mit gerade asureichender Qualifikation (meist Studium) fanden keinen Job, mussten diverse Prüfungen nachmachen, Ausbildungen wurden nicht anerkannt. 

Das ist doch alles Propaganda ""Bullshit"" der hier erzählt wird. Nebenbei gibt es in Kanada keinerlei soziale Absicherung vergleichbar mit unserer.
 
Lesens doch einfach ein paar Artikel deutscher Zeitungen über das System mit Interviews mit Betroffenen. FAZ, Welt etc.

Dann sehen sie es ist sehr viel Propaganda und NICHTS dahinter. Die Leute die sie aufnehmen sind hochqualifiziert und dienen ihrem Arbeitsmarkt. Im Asylbereich nimmt man lächerliche Zahlen auf für ein Land dieser Größe. Mit ""Alibiaktionen"" macht man sich bei linken Medien beliebt.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Text gelesen? Laut Ärzte ohne Grenzen ist die notwendige Impfstuktur vorhanden und die wissen es wohl besser als diese ""Vermittler"". Wer garantiert dass das Zeug in Ordnung ist und wirkt? Das Angebot klingt in etwa so seriös wie Viagra aus dem Internet.",0,0,0,0,0,0,0,0,0,1,1,1,0
"... bei Inszenierungen und ""False Flags"". 9/11 haben bis heute viele nicht durchschaut!",0,0,0,0,0,0,0,0,0,1,1,1,0
"""das arrogante Herabwürdigen anders Denkender""

Herabwürdigen von Betrug und gefährlichen Heilversprechen wider besseren Wissens: gerne! Also Homöopathiehersteller, homöopathisch tätige Ärzte, Energetiker, Heiler. Braucht keine Arroganz.

Die teilinformierten Hobbyvertreter und Gläubigen, die mit abwiegelnden ""ja, es ist nix drin, aber...."" kommen, werden zuerst informiert, dann zurechtgewiesen, und bei nachhaltiger Faktenignoranz ev. herabgewürdigt. Berechtigt. Arroganzfrei.

Die uninformierten Homöopathie-""Fanboys"" die hier immer mit ""mir hats geholfen"" daherkommen werden nicht ""arrogant herabgewürdigt"".
Höchstens zurechtgewiesen und darauf aufmekrsam gemacht, eigentlich nichts darüber zu wissen, was ihnen angeblich ""geholfen"" hat.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Schreiben? Finde den Fehler! *lol* Seien Sie froh, dass wir tatsächlich nur schreiben. Bei meinem Anblick würden Sie schreiend davonlaufen :-P",0,0,0,0,0,0,0,0,0,1,1,1,0
"Jaja diese linkslinken Agitatoren, der Konrad gehört ja auch dazu...oh wir",0,0,0,0,0,0,0,0,0,1,1,1,0
"...so von politischen Agitatoren durchsetzt sind, dass aus Ermittlungsakten fröhlich Informationen an die Medien zum Zweck der Manipulation der Öffentlichkeit weitergereicht werden ( was ich nicht wirklich glaube), oder
das korrupte Mitarbeiter der Justiz Informationen gegen Geld oder Gefälligkeiten an die Medien weiterreichen ( was ich eigentlich befürchte).
Beides ist absolut wiederwärtig weil solche Praktiken unseren Rechtsstaat untergraben und ad Absurdum führen und den Eindruck einer politischen oder korrupten Ermittlungsbehörde hervorrufen könnten..",1,1,1,0,0,0,0,0,0,0,0,0,1
Aber Demokratie wäre es anstatt des undemokratischen Systems das wir heute haben. Vielleicht wären die Menschen nicht mehr so angewidert von der Politik. Demokratie funktioniert nur im sehr kleinen Rahmen wirklich. Alles andere ist Makulatur damit es sich die politische Klasse für teures Geld gemütlich machen kann. Für die Menschen war sowas noch nie wirklich gut - ausser halt für Politiker.,1,1,1,0,0,0,0,0,0,0,0,0,1
